grant_id,full_name,faculty_id,faculty_name,match_score,proposed_is_copi
1520994,Alexander R. Ivanov,938901,"IVANOV, ALEXANDER R",94.73684210526315,False
1521783,Ke  Zhang,1986519,"ZHANG, KE",94.11764705882354,False
1541281,Daniel  Kim,1906890,"KIM, DANIEL",95.23809523809524,False
1541731,Benita A Bamgbade,1875748,"BAMGBADE, BENITA A",97.14285714285714,False
1542025,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,True
1542250,Briony  Swire-Thompson,1845892,"SWIRE-THOMPSON, BRIONY",97.67441860465117,False
1566385,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1567873,TIMOTHY W. BICKMORE,959144,"BICKMORE, TIMOTHY W",94.73684210526315,False
1569055,Guohao  Dai,1211879,"DAI, GUOHAO",95.23809523809524,False
1574724,Amir  Vahabikashi,2874949,"VAHABIKASHI, AMIR",96.96969696969697,False
1576171,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
1576675,Edward  Geisinger,1870636,"GEISINGER, EDWARD",96.96969696969697,False
1585924,PENNY J BEUNING,926928,"BEUNING, PENNY J",96.7741935483871,False
1588394,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1588489,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,True
1589772,Qianqian  Fang,1672352,"FANG, QIANQIAN",96.29629629629629,False
1590149,Joshua Jon Stefanik,156173,"STEFANIK, JOSHUA JON",97.43589743589743,False
1590330,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,False
1591697,Tiffany Denise Joseph,1499310,"JOSEPH, TIFFANY DENISE",97.67441860465117,False
1595020,BETH Ellen MOLNAR,1982153,"MOLNAR, BETH ELLEN",97.14285714285714,False
1595049,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,False
1614027,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,False
1615348,Emily  Zimmerman,1905043,"ZIMMERMAN, EMILY",96.7741935483871,False
1613044,Peter John Bex,1742047,"BEX, PETER JOHN",96.55172413793103,False
1613847,Eno Essien Ebong,1757502,"EBONG, ENO ESSIEN",96.96969696969697,False
1614549,Lichuan  Ye,1870630,"YE, LICHUAN",95.23809523809524,False
1623267,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,True
1623787,Dagmar  Sternad,62737,"STERNAD, DAGMAR",96.55172413793103,False
1626589,Psyche  Loui,1408156,"LOUI, PSYCHE",95.65217391304348,False
1626760,Jordan Eugene Theriault-Brown,1897781,"THERIAULT-BROWN, JORDAN EUGENE",98.30508474576271,False
1628050,Jason Jianxin Guo,142365,"GUO, JASON JIANXIN",97.14285714285714,False
1628196,Mahdi  Imani,2989090,"IMANI, MAHDI",95.65217391304348,False
1628394,Vivek  Venkatachalam,1875220,"VENKATACHALAM, VIVEK",97.43589743589743,False
1628917,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,True
1628983,MARK C WILLIAMS,141540,"WILLIAMS, MARK C",96.7741935483871,False
1629217,Seungmoon  Song,2982090,"SONG, SEUNGMOON",96.55172413793103,False
1629277,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
1631259,Erin Lynn Meier,1524050,"MEIER, ERIN LYNN",96.7741935483871,False
1632239,Guohao  Dai,1211879,"DAI, GUOHAO",95.23809523809524,False
1634442,MENG  CUI,1210650,"CUI, MENG",94.11764705882354,False
1634850,Raymond G. Booth,930340,"BOOTH, RAYMOND G",93.75,True
1634850,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1635114,Chieh  Li,144653,"LI, CHIEH",94.11764705882354,False
1638119,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1638186,Samuel Hue-Kay Chung,1872263,"CHUNG, SAMUEL HUE-KAY",97.5609756097561,False
1638692,JAMES C BENNEYAN,130033,"BENNEYAN, JAMES C",96.96969696969697,False
1639446,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1640152,Briana J Taylor,1107350,"TAYLOR, BRIANA J",96.7741935483871,False
1646117,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
1646473,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1646651,Benjamin Michael Woolston,1351491,"WOOLSTON, BENJAMIN MICHAEL",98.03921568627452,False
1646918,Psyche  Loui,1408156,"LOUI, PSYCHE",95.65217391304348,False
1647269,Jie  Shen,2898788,"SHEN, JIE",94.11764705882354,False
1658340,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1659527,Lori  Ferrins,1677362,"FERRINS, LORI",96.0,False
1659716,Kelsey Janette Pieper,1051304,"PIEPER, KELSEY JANETTE",97.67441860465117,False
1661083,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
1666576,Diomedes E. Logothetis,708006,"LOGOTHETIS, DIOMEDES E",95.45454545454545,False
1670229,Lori  Ferrins,1677362,"FERRINS, LORI",96.0,False
1670302,Sara Hakim Rouhanifard,495663,"ROUHANIFARD, SARA HAKIM",97.77777777777777,False
1671961,Philip  Larese-Casanova,541064,"LARESE-CASANOVA, PHILIP",97.77777777777777,False
1673506,Darla M Castelli,2859820,"CASTELLI, DARLA M",96.96969696969697,True
1673783,Chiara  Bellini,1219187,"BELLINI, CHIARA",96.55172413793103,False
1676073,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
1676547,Jeffrey W Ruberti,148920,"RUBERTI, JEFFREY W",97.14285714285714,False
1676598,Nikolai  Slavov,1676549,"SLAVOV, NIKOLAI",96.55172413793103,False
1676753,Kelsey Janette Pieper,1051304,"PIEPER, KELSEY JANETTE",97.67441860465117,False
1678241,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
1679012,Cassie Leigh McMillan,1564966,"MCMILLAN, CASSIE LEIGH",97.67441860465117,False
1683348,MARK C WILLIAMS,141540,"WILLIAMS, MARK C",96.7741935483871,False
1685835,Lichuan  Ye,1870630,"YE, LICHUAN",95.23809523809524,True
1685835,Ning  Zhang,2663507,"ZHANG, NING",95.23809523809524,False
1694165,TIMOTHY W. BICKMORE,959144,"BICKMORE, TIMOTHY W",94.73684210526315,False
1694968,Jie  Shen,2898788,"SHEN, JIE",94.11764705882354,False
1695081,Brady  Post,1525152,"POST, BRADY",95.23809523809524,False
1696325,Zhenghan  Qi,1061729,"QI, ZHENGHAN",95.65217391304348,False
1697564,Briony  Swire-Thompson,1845892,"SWIRE-THOMPSON, BRIONY",97.67441860465117,False
1700671,Srirupa  Chakraborty,2962676,"CHAKRABORTY, SRIRUPA",97.43589743589743,False
1705914,Thomas Edward Wales,933929,"WALES, THOMAS EDWARD",97.43589743589743,False
1707489,Chiara  Bellini,1219187,"BELLINI, CHIARA",96.55172413793103,False
1708216,DAVID R KAELI,148296,"KAELI, DAVID R",96.29629629629629,False
1709438,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
1714274,Erel  Levine,1387527,"LEVINE, EREL",95.65217391304348,True
1714441,Paul Charles Whitford,1986772,"WHITFORD, PAUL CHARLES",97.67441860465117,False
1714619,Joshua  Curtiss,2803420,"CURTISS, JOSHUA E",90.3225806451613,False
1714718,Amir  Vahabikashi,2874949,"VAHABIKASHI, AMIR",96.96969696969697,False
1714904,Stephen Matthew Hatfield,963687,"HATFIELD, STEPHEN MATTHEW",97.95918367346938,False
1728678,Aarti  Sathyanarayana,2989025,"SATHYANARAYANA, AARTI",97.5609756097561,False
1728717,Ganesh A Thakur,142388,"THAKUR, GANESH A",96.7741935483871,False
1729565,Kristina Teresa Johnson,1616950,"JOHNSON, KRISTINA TERESA",97.87234042553192,False
1731331,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,True
1745157,Rouzbeh  Amini,118983,"AMINI, ROUZBEH",96.29629629629629,False
1746294,Rebecca L Carrier,148071,"CARRIER, REBECCA LYN",91.89189189189189,False
1747690,Danielle Marie Crookes,2967630,"CROOKES, DANIELLE MARIE",97.77777777777777,False
1748482,ALBERT-LASZLO  BARABASI,404727,"BARABASI, ALBERT-LASZLO",97.77777777777777,False
1750344,Sijia  Dong,1566587,"DONG, SIJIA",95.23809523809524,False
1754276,JAMES C BENNEYAN,130033,"BENNEYAN, JAMES C",96.96969696969697,False
1759039,Lori  Ferrins,1677362,"FERRINS, LORI",96.0,False
1759039,MARY J ONDRECHEN,141740,"ONDRECHEN, MARY JO",94.11764705882354,True
1764713,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1766852,Ganesh A Thakur,142388,"THAKUR, GANESH A",96.7741935483871,False
1767254,Ganesh A Thakur,142388,"THAKUR, GANESH A",96.7741935483871,False
1773324,Nikolai  Slavov,1676549,"SLAVOV, NIKOLAI",96.55172413793103,False
1773324,Olga  Vitek,1798183,"VITEK, OLGA",95.23809523809524,True
1774043,Moka  Yoo-Jeong,1517115,"YOO-JEONG, MOKA",96.55172413793103,False
1781079,Tao  Sun,2637115,"SUN, TAO",93.33333333333333,False
1781139,STEPHEN S INTILLE,541359,"INTILLE, STEPHEN S",97.14285714285714,True
1781139,Erin Lynn Meier,1524050,"MEIER, ERIN LYNN",96.7741935483871,False
1781463,Lei  Wang,2801998,"WANG, LEI",94.11764705882354,False
1790003,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,False
1791402,Paul  Stevenson,1561164,"STEVENSON, PAUL",96.55172413793103,False
1794046,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,False
1795307,Larry  Han,2873746,"HAN, LARRY",94.73684210526315,False
1796096,BETH Ellen MOLNAR,1982153,"MOLNAR, BETH ELLEN",97.14285714285714,False
