grant_id,project_num,core_project_num,subproject_id,fiscal_year,abstract,abstract_source,awardee_org
641019,1R21CA135226-01A1,R21CA135226,,2009,"DESCRIPTION (provided by applicant): The risk of developing breast cancer increases as women get older. The maintenance of DNA represents a fundamental and continuous challenge to every cell in the body. Genomic instability is a hallmark of most cancers as well as a hallmark in aging. Recent evidence strengthened the link between the maintenance of genome integrity, cancer susceptibility and aging. These conditions can be caused by germline mutations in BRCA1, which is an essential caretaker protein in the surveillance of DNA damage. Impaired oxidative stress response plays an important role in breast oncogenesis. Beta-catenin was shown to be a co-factor for the FOXO family, which promotes survival by inducing cell cycle arrest and quiescence in response to oxidative stress. We observed that wild-type (WT) BRCA1, but not mutated BRCA1, interacts with beta-catenin and increases beta-catenin protein expression by promoting lysine-6-linked ubiquitination. Oxidative stress reagent H2O2 increased colocalization and the interaction of BRCA1 with beta-catenin in the nucleus. WT-BRCA1, but not mutated BRCA1, protected the nuclear active form of beta-catenin during oxidative stress responses. The expression of this form of beta-catenin was lower or absent in most of BRCA1 familial breast cancer tissues. Therefore, we hypothesize that: 1) BRCA1 acts as a sensor in regulating beta-catenin mediated oxidative stress and FOXO function; and 2) low expression of WT-BRCA1 or mutations in BRCA1 leads to impaired response to oxidative stress and causes genomic instability, resulting in increased risk of breast cancer in women. Therefore, we aim to examine the effects of BRCA1 on beta-catenin protein expression and stability and to analyze the role of BRCA1 in beta-catenin mediated oxidative stress response. Thus, we specifically propose the following aims: Aim 1: To investigate the role of Brca1 in the expression and distribution of beta-catenin and its targets (cyclin D1 and c-Myc) during mammary gland development in Brca1 mutant mice, in which Brca1 exon 11 is specifically deleted from the mammary glands by using the Cre-loxP system. Aim 2: To characterize the role of BRCA1 as a sensor in regulating the beta-catenin and FOXO interaction during oxidative stress signaling. Results from this work will enhance our knowledge of the molecular events that drive sporadic breast and ovarian cancer development and progression in aging women. PUBLIC HEALTH RELEVANCE: By defining the targets that are altered in mutated BRCA1-linked breast and ovarian cancers and providing insights into the BRCA1 pathways, this study may lead to potential new therapeutic strategies for the prevention, early diagnosis and treatment of familial breast and ovarian cancers. In addition, results from this work will enhance our understanding of the molecular events that drive breast and ovarian cancers in aging women, and may link BRCA1 and beta-catenin to oxidative stress and breast oncogenesis.",nih_reporter,BETH ISRAEL DEACONESS MEDICAL CENTER
642082,1K23MH086328-01,K23MH086328,,2009,"DESCRIPTION (provided by applicant): This application is to request a Mentored Patient-Oriented Research Career Development Award (K23) that will enable Dr. Rizzo to continue to develop her programmatic line of research in the prevention of HIV and dating violence among high risk adolescent girls. A growing body of research reveals that dating violence plays a significant role in adolescent girls' HIV risk. DV has been associated with less condom use, younger age at first intercourse, having multiple sex partners and alcohol use prior to sexual encounters. Thus, prevention strategies that address dating violence and HIV risk may hold promise for reducing sexual risk behavior among a particularly at-risk population. In this proposed research plan, a cognitive-behaviorally based intervention to be named ""Skills to Manage Aggression in Relationships for Teens"" (SMART) will be developed and tested. The program will be implemented with a sample of underserved youth, as economic disadvantage and minority status have been found to be related to increased rates of adolescent dating violence. A primary focus of the intervention will be to address mental health problems (i.e. psychological distress and behavioral dysregulation) that underlie the development and maintenance of both dating violence and sexual risk behavior among adolescent girls. Dr. Rizzo's training goals are to (1) increase her expertise in conducting preventive interventions for HIV, (2) receive intensive clinical and research training in adolescent HIV risk, (3) acquire expertise in conducting research with, and providing clinical treatment for, adolescent girls exposed to dating violence, (4) advance her skills in intervention research with ethnic minority and economically disadvantaged populations, (5) develop R01 -level skills in prevention research methodology and statistics and (6) receive mentorship regarding professional development issues. These training goals will be achieved through a combination of formal coursework and seminars, focused clinical and research experiences, and ongoing close research supervision by members of the mentorship team. The training plan of this K-Award will provide the opportunities needed to research the effects of a preventive intervention for a vulnerable group of young women. PUBLIC HEALTH RELEVANCE: (See instructions): Adolescent dating violence and HIV infection constitute two significant public health problems. A developing literature has linked dating violence to HIV risk, yet no existing preventive interventions have been developed to reduce HIV risk behaviors among adolescent girls victimized in dating relationships. The development of a prevention program for this population is crucial and is consistent with recent public health objectives.",nih_reporter,RHODE ISLAND HOSPITAL
642088,7R01GM090259-03,R01GM090259,,2010,"Project Summary
The overall objective of this proposal renewal is to continue our development of an efficient and general
strategy for the asymmetric synthesis of oligosaccharides (X = O) and to expand it to the synthesis of
analogous oligo-cyclitols (X = CH2, Scheme 1). The method we propose has the potential to revolutionize the
way oligosaccharides are synthesized. Our method revolves around the use of a highly stereoselective
palladium catalyzed glycosylation (X = O: 2.1¿/2.4¿ to 2.2 ¿/2.5¿) and cyclitolization (X = CH2; Scheme 1).
There has been an astounding amount of research directed toward the synthesis of oligosaccharides;
however, when it comes to unnatural oligosaccharides, the current state of the art is lacking. This deficiency is
undoubtedly due to the limited number of carbohydrate starting materials (glucose, mannose, and galactose).
A complementary approach would be to start with a significantly simplified structure and to sequentially
increase its stereochemical and functional complexity to a range of structures (eg., 1.5/1.6 to 1.1-1.3; Scheme
1). The underlying hypothesis that guides our synthetic approach is the belief that there are many carbohydrate
analogs, which remain undiscovered because of synthetic limitations. Thus, we believe a methodology that
allows for the facile incorporation of simple sugars (i.e. under-functionalized) into oligosaccharide motifs will
drastically enable the discovery of new structures with a wide range of functions.",nih_reporter,NORTHEASTERN UNIVERSITY
643158,1R01EY019281-01A1,R01EY019281,,2009,"DESCRIPTION (provided by applicant): There are approximately 3.7 million Americans with visual impairment, most of whom have central vision loss and this number is expected to rise as our population ages. Broadcast television, movies and the internet are major sources of information, independence and entertainment, but these media are difficult to use for people with central vision loss. There are few effective assistive devices for using these dynamic media and this is partly because we know relatively little about the perception of natural images viewed with non-foveal vision. This application examines how the visibility of information in natural images depends on contrast and on the presence of nearby features. We introduce new computational techniques that measure and manipulate the visibility of areas within real movies. Next, we use computational and behavioral techniques to segment image locations that are important for perception from areas that are unimportant. These approaches are brought together in a novel, low cost image enhancement system that will operate on standard computers. This system will be evaluated by a group of people with central vision loss and compared side-by- side with alternative methods. PUBLIC HEALTH RELEVANCE: Television, movies and the internet are a major source of information, independence and entertainment, but these media are difficult to use by people with central vision loss and there are few effective assistive devices available. This project contributes directly to public health by developing a low cost image enhancement system for use by this growing population of visually impaired people.",nih_reporter,SCHEPENS EYE RESEARCH INSTITUTE
645905,2R56CA096867-06A1,R56CA096867,,2009,"Project Summary
Ras is a protein that activates the Raf/MEK/ERK signal transduction pathway in the cell, which
plays a central role in the control of cell growth and differentiation. In about 30% of human
cancers Ras is defective and the signal is kept on, leading to uncontrolled cell proliferation.
The signal is normally turned off by the GTPase activity of Ras itself, which hydrolyzes its
bound GTP to GDP. While the biochemical and biophysical aspects of the hydrolysis reaction
has been well-studied in wild type and mutant free Ras, it is now clear that its protein binding
partner Raf has a strong damping effect on the hydrolysis reaction of the common oncogenic
mutant RasQ61L, but not on the wild type. This suggests that it is in the context of the
interaction with Raf that the oncogenic Q61 mutants of Ras exert their phenotype. This project
aims to investigate whether this is true in vivo using NIH-3T3 fibroblasts, to quantify the effect
of Raf on the GTPase reaction of the oncogenic mutants of Ras, and to establish the
mechanism through which this effect occurs by using a combination of biochemical and
biophysical approaches. The goals will be accomplished in four specific aims. The first will be
to determine whether the transforming mutants affect the Ras/Raf and PI3K signal
transduction pathways differentially. The second will be to obtain the rates of hydrolysis of Ras
and several oncogenic mutants in the presence of Raf and compare them to the rates obtained
for the free proteins. The third aim focuses on X-ray crystallography and neutron diffraction to
study the intrinsic hydrolysis mechanism in Ras and oncogenic mutants. The fourth aim will
elucidate the energetic features of the catalyzed reaction using a combination of quantum-
mechanical and molecular dynamics simulations of the Ras/Raf complex. By quantifying the
effect of Raf on the hydrolysis reaction that controls one of the major cell proliferation
pathways in the cell and elucidating the mechanism through which this occurs, this project will
significantly advance knowledge of the fundamental mechanisms that lead to the development
of human cancers due to mutations in Ras.",nih_reporter,NORTH CAROLINA STATE UNIVERSITY RALEIGH
646284,7R03DA026533-02,R03DA026533,,2009,"DESCRIPTION (provided by applicant): Arrestin is a cytosolic protein that serves to control G-protein Coupled Receptors (GPCRs) by mediating downregulation of GPCR function upon prolonged exposure to a ligand. G-protein coupled receptors are the targets for many of the most notorious prescription pharmaceuticals that lead to addiction such as several of the opiod analgesics (e.g. Vicodin, Oxycontin) in addition to illicit drugs (e.g. cannabis). This downregulation of the GPCR is a factor leading to drug tolerance which is a key issue in understanding addiction.  Following activation by a ligand, GPCRs are phosphorylated at the C-terminus which allows the formation of a complex with arrestin. Arrestin is a scaffold protein that can then recruit other protein binding partners and this leads to desensitization and internalization of the GPCR within the cell, processes that underlie the onset of tolerance. It has also been shown that after internalization within the cell, the phosphorylation pattern governs the eventual fate of the recptor. This includes pathways that lead to degradation of the receptor, recycling to the cell surface, or interfacing with other messenger pathways. Moreover, there is evidence that bound forms of arrestin may differ depending on its binding partner. The biochemical evidence thus leads to the hypothesis that alternate complexes of the arrestin with the GPCR governs the eventual fate of the receptor. Thus it is our assertion that arrestin is an intriguing drug target and the modulation of its function offers the potential to control the fate of the receptor after it has been activated.  This proposal seeks to develop arrestin-2 as a drug target, establish techniques for Nuclear Magnetic Resonance Based Screening of ligands targeted to arrestin-2 and validate these techniques against a library of compounds optimized for chemical diversity. These specific aims will accomplish efficient sampling of ligands across a range of affinities from lower affinity to high affinity (10-3 - 10-8 M). This offers a double benefit in allowing the sampling of a greater range of chemical diversity and allowing a more extensive mapping of potential binding sites that may be exploited to modulate the action of arrestin-2. The notion-of targeting arrestin-2 as a means to modulate biochemical pathways that may affect addiction is a novel hypothesis and the development of ligands that accomplish this would offer an invaluable tool to determine the impact that these biological processes have on addiction. The establishment of such lead compounds would further serve the design and development of therapeutic agents that circumvent tolerance and hence potentially treat the symptoms of drug addiction.  
  
PUBLIC HEALTH RELEVANCE: This knowledge will benefit human health by establishing methods for screening of ligands against arrestin-2. The characterization of arrestin2 active sites and tools for the discovery of ligands targeted to these sites will be valuable in evaluating how arrestin contributes to GPCR signaling. The GPRC-arrestin interaction mediates many biological events such as desensitization, internalization and the interaction of GPCR's with multiple messenger systems. These events underly many biological processes including drug tolerance and addiction. This work will lead to the development of tools to better understand these processes and may contribute to the design of therapeutic agents that help to treat addiction and circumvent tolerance to therapeutic drugs.",nih_reporter,NORTHEASTERN UNIVERSITY
646494,1R01HL090882-01A2,R01HL090882,,2009,"DESCRIPTION (provided by applicant): Protein phosphorylation is a common cellular mechanism used to regulate the function of most proteins. Cardiac inwardly rectifying potassium (Kir) channels are also regulated by protein phosphorylation that changes their activity and modulates cardiac excitability. Over the past ten years it has been appreciated that the activity of all Kir channels depends critically on interactions with the membrane phospholipid phosphatidylinositol-bis-phosphate (PIP2). Moreover great advances over the past five years have been made in solving the three-dimensional structures of representative Kir family members. The long term goal of our laboratory in general is to understand ion channel function and regulation in terms of molecular structure and in particular to gain mechanistic insight for the dependence of Kir activity on PIP2. We have found that many different types of Kir channel modulation, including phosphorylation, depend on channel-PIP2 interactions and we aim to understand the molecular basis of such dependence. Evidence from the literature and from our own preliminary studies suggest that phosphorylation changes the sensitivity of the channel to activation by PIP2. Examination in the three-dimensional structures of the position of putative sites that have been implicated to be involved in phosphorylation effects reveal a striking clustering around amino acid residues that affect sensitivity to PIP2. We have thus formulated the following hypothesis that we propose to test in this application: ""Phosphorylation can exert its functional effects on the cardiac Kir channels by modulating channel-PIP2 interactions"". Although the problem of protein phosphorylation and its mechanism of action has attracted great effort from many outstanding investigators, the experimental tools we have had to unequivocally identify single phosphorylation sites have been limiting. Thus, in the ion channel field we do not yet have mechanistic structural understanding of how phosphorylation affects channel activity. Here, we propose to use Mass Spectrometry to identify phosphorylation sites in Kir3 channels in order to test our hypothesis in a three- dimensional context. Our preliminary results have identified a protein kinase A-targeted phosphorylation site (Kir3.1-S385), using a combination of Mass Spectrometry methods (MALDI-TOF and tandem Mass Spectrometry). This result has demonstrated to us the feasibility of this approach in identifying phosphorylation sites. We propose to test electrophysiologically whether specific phosphorylation sites affect sensitivity to PIP2. A comprehensive account of sites used by different protein kinases, the assessment of which sites exert their effects through PIP2, and development of experimentally testable computational models ought to give us good mechanistic insights as to how phosphorylation regulates channel activity. PHS 398/2590 (Rev. 09/04, Reissued 4/2006) Page 1 Continuation Format Page. PUBLIC HEALTH RELEVANCE: Phosphorylation processes regulate cardiac performance, such as heart rate and strength of contraction, under many conditions, including exercise. This project aims to identify amino acid residues of cardiac potassium channel proteins that are phosphorylated. The hypothesis to be tested in the three-dimensional context of the proteins is that phosphorylated residues can exert their functional effects by altering directly or allosterically interactions of these channels with the key membrane phospholipid PIP2. If true, this hypothesis will provide a framework on which phosphorylation effects on channel activity could be explained mechanistically.",nih_reporter,VIRGINIA COMMONWEALTH UNIVERSITY
647427,1R01DA026795-01,R01DA026795,,2009,"DESCRIPTION (provided by applicant): This application, designed in response to RFA-DA-09-001, addresses the need for novel medications to manage cannabis dependence and addiction, recognized public health problems that are directly relevant to NIDA's mission. (-)-delta-9-Tetrahydrocannabinol (delta-9-THC), the principal active ingredient in illicitly smoked marijuana, is legally available in oral preparations (dronabinol) for the relief of pain and nausea associated with the occurrence or management of cancer or HIV/AIDS. Recently, it also has been shown to have positive effects in countering withdrawal symptoms that likely contribute to marijuana addiction and relapse. However, oral formulations of delta-9-THC suffer from a number of clinically unfavorable properties including poor bioavailability, erratic biodisposition, and unpredictable onsets and offsets of action. We propose to synthesize and efficiently identify novel cannabinoid agonists that will improve upon the pharmacological characteristics of delta-9-THC and that, consequently, may serve as viable medications for the management of cannabis dependence. In our chemistry program, we will modify delta-9-THC and nabilone to produce unique molecules that have improved 'druggability', i.e., increased polarity, water solubility, and designed for inactivation through enzymatic detoxification. In this 'soft drug' approach, the drug, after exercising its biological actions, is enzymatically inactivated to yield products with no or much lower activities. In our pharmacology program, we will use in vitro measures (receptor binding, functional efficacy, plasma and microsomal stability) and in vivo endpoints (brain penetrability, hypothermia, analgesia) to identify novel cannabinergic analogs that reliably enter the brain and have predictable time courses of action. Compounds with the most favorable preclinical characteristics will be evaluated in drug discrimination studies to gauge the presence and time course of THC-like 'subjective-like' effects. Finally, the most promising compounds will be given in repeated dosing regimens to evaluate their ability to counter withdrawal as well as their propensity to produce cannabinoid tolerance or dependence.  
  
PUBLIC HEALTH RELEVANCE: This project is designed to develop novel medications for the clinical management of cannabis dependence and addiction. In this work, we aim to develop compounds with improved 'druggability', i.e., predictable and controllable time course and inactivation through detoxification to inactive metabolic products. We anticipate that such drugs will have utility for countering signs and symptoms of cannabis withdrawal and, consequently, the role of physical dependence in addiction to marijuana and other cannabis products.",nih_reporter,NORTHEASTERN UNIVERSITY
647662,1R01HD058301-01A2,R01HD058301,,2009,"DESCRIPTION (provided by applicant):  The complexity of sensorimotor control required for hand function as well as the wide range of recovery of manipulative abilities makes rehabilitation of the hand most challenging. Our past work has shown that training in a virtual environment (VE) using repetitive, adaptive algorithms has the potential to be an effective rehabilitation medium to facilitate motor recovery of hand function. These findings are in accordance with current neuroscience literature in animals and motor control literature in humans. We are now in a position to refine and optimize elements of the training paradigms to enhance neuroplasticity. Our first aim tests if and how competition among body parts for neural representations stifles functional gains from different types of training regimens. The second aim tests the functional benefits of unilateral versus bilateral training regimens. The third aim tests whether functional improvements gained from training in a virtual environment transfer to other (untrained) skills in the real world. PUBLIC HEALTH RELEVANCE: The potential benefit of this study will be to provide more targeted therapeutic interventions so as to maximize recovery of function in the hemiplegic hand of patients who have had a stroke. The study will use interactive virtual reality-based gaming simulations to encourage the intensity of practice needed for motor recovery. Information gained will help to uncover the potential benefits of these interventions on facilitating recovery of hand function.",nih_reporter,NEW JERSEY INSTITUTE OF TECHNOLOGY
648400,1R01GM086507-01,R01GM086507,,2009,"DESCRIPTION (provided by applicant): Protein conformation can be influenced by lipid membranes. This fact seems to be an essential contributor to the function of the HIV accessory protein Nef. Association with the plasma membrane is required for Nef to downregulate CD4 and MHC receptors, thereby enhancing the infectivity of HIV and contributing to AIDS progression. Fully functional Nef appears to require transition from a solution conformation to a membrane-associated conformation. Despite its obvious disease importance, almost nothing is known about the conformation of Nef at the membrane nor about any of Nef's conformational transitions. Although there is information about the solution conformation of Nef deletion variants, functionally important loops and regions were excised to make the protein compatible with NMR and crystallography. If structural details for membrane-associated and full-length Nef could be obtained, the fundamental biochemistry governing Nef interactions and subsequent biological effects would be better understood. Such a knowledge base would ultimately contribute to the rational design of agents that interfere with Nef cellular functions and potentially limit the development of and progression to AIDS. Alternative methods to investigate the membrane-associated conformation of proteins such as Nef include hydrogen exchange mass spectrometry (HXMS) and neutron reflectometry (NR). Because HXMS and NR can be performed with small amounts of dilute protein and in the presence of lipid membranes, conditions not possible with most previous biophysical analyses of full-length Nef, we hypothesize that use of these methods will yield previously unattainable conformational information. Three specific aims will be undertaken: (1). Understand the solution conformation of full-length Nef. HXMS will be performed on Nef from different HIV strains. Missing conformational information about full- length Nef including details of the deleted regions and the effects of sequence variability on Nef conformation will be obtained. (2). Ascertain if and how myristoylated Nef conformation is different in solution. HXMS of myristoylated Nef will be compared to that of non-myristoylated Nef. The regions of conformational alteration upon myristoylation will be determined. (3). Understand the conformation of Nef at the membrane. NR and HXMS will be used to probe the conformation of full-length Nef when associated with membranes and when bound to membrane-anchored target proteins such as tyrosine kinases. The overall shape of Nef at the membrane will be determined and conformational changes upon binding will be ascertained. Taken together, these Aims are expected to provide substantial conformational information about a membrane-associated protein that has been previously very difficult to obtain. As Nef is essential for the infectivity of HIV, this fundamental knowledge is expected to be directly applicable towards the future development of therapeutics. PUBLIC HEALTH RELEVANCE: The focus of this proposal is on a protein made by the human immunodeficiency virus (HIV) called Nef. Nef is essential for viral infectivity. The studies proposed here will determine information about the shape of this protein, especially as it interacts with the plasma membrane of cells. This basic knowledge is essential for the development of therapeutic agents that can interfere with Nef function, thereby preventing HIV infections from causing AIDS.",nih_reporter,NORTHEASTERN UNIVERSITY
648460,1R01EY018664-01A2,R01EY018664,,2009,"DESCRIPTION (provided by applicant): Glaucoma is the second leading cause of blindness in the developed world and causes progressive loss of the peripheral visual field. While visual loss caused by glaucoma is currently irreversible, clinical intervention is most effective if the disease is caught at an early stage, when catastrophic field loss can be averted. Unfortunately existing screening techniques can only detect glaucoma once significant visual impairment has occurred. Although visual deficits in glaucoma are thought to be attributable to programmed cell death (apoptosis) of retinal ganglion cells (RGCs) it is now clear that cell-death is the endpoint of a gradual deterioration in RGC-function. Effective diagnostics cannot wait for cell death, but must measure a behavioral impact of RGC dysfunction. When screening fails, the clinician is particularly reliant on the patients self-diagnosing. Unfortunately more than 50% of people who have diagnosable glaucoma are unaware of it. This, along with poor screening sensitivity has long-term implications for the effective management of an increasingly prevalent disease. This proposal assesses a more efficient and more sensitive motion screening technique that may help detect RGC dysfunction earlier, facilitating prompt clinical intervention to slow the progression of glaucoma. We examine binocular vision, filling-in and compensatory eye movements that may obscure detection of progressive visual impairment and prevent patients from self-diagnosing at an earlier stage of the disease. The overall aim of this proposal is to identify signs of glaucoma that may help bring patients to clinic before catastrophic glaucomatous visual field loss has occurred. Such early intervention allows clinical management of glaucoma to be most effective and so relieves the burden of visual impairment. PUBLIC HEALTH RELEVANCE: Glaucoma is the second leading cause of blindness in the developed world and its incidence is set to rise as the population ages. While visual loss caused by glaucoma is currently irreversible, clinical intervention is most effective if the disease is detected and treated at an early stage, when catastrophic field loss can be averted. The proposed program of research develops new diagnostics that are sensitive to the early stages of neuro-degeneration in glaucoma.",nih_reporter,SCHEPENS EYE RESEARCH INSTITUTE
648545,1G13LM010073-01,G13LM010073,,2009,"DESCRIPTION (provided by applicant):   
  
The aim of the project is to provide a book-length treatment of the emergence of race as a central organizing concept in the development of pharmaceuticals and related biotechnological innovations in a post-genomic age. The grant will supply funding for three summers of work to complete this book. The study will be built around a case study of BiDil, the first drug ever approved by the FDA with a race-specific label - for the treatment of heart failure in a ""black patient."" It will situate this extended case study within a larger context of the emergence of race-based medicine and the continuing, indeed increasing, use of racial categories in biotechnological research and product development. It will explore how the use of race in biomedicine is shaped by a complex   interplay among commercial, legal, political and scientific forces and elaborate upon the complex double edge of using race in such contexts. Many people using race in biomedical research and product development are doing so with good intentions but without sufficient care to understanding the potential of such use to reify race as genetic and/or reinforce stigmatizing racial stereotypes. The story is all the more interesting because of the complex motivations and interests underlying the use of race in biotechnological research and product development. The primary actors in this story include genetics and clinicians, regulatory officials and politicians, citizen activists and corporate leaders. Generally speaking they are all people of good faith seeking to improve people's health, but their motivations complex and occasionally conflicting. Exploring the story through their actions and concerns illuminated the difficult double edge of using race in biomedical research and product development - bringing to light in a concrete manner what legal scholar Martha Minnow, in another context, has characterized as the ""dilemma of difference,"" namely ""when does treating people differently emphasize their differences and stigmatize or hinder them on that basis? and when does treating people the same become insensitive to their difference and likely to stigmatize or hinder them on that basis?""",nih_reporter,HAMLINE UNIVERSITY
648600,1R15HL097332-01,R15HL097332,,2009,"DESCRIPTION (provided by applicant): Tissue engineering has shown promise toward creating blood vessel substitutes for cardiovascular surgery. Recent clinical studies suggest that tissue engineered vascular grafts fabricated from cell sheets (without exogenous scaffold materials), may offer advantages over scaffold-based grafts. However, the lengthy process required for their fabrication (~28 weeks), currently limits their use. In addition, the scaffold-free approach relies on the ability of cultured cells to produce an extracellular matrix (ECM) with sufficient strength and compliance for implantation. There have been few systematic studies in three dimensional tissue constructs of conditions that promote tissue growth, stimulate ECM synthesis, and improve mechanical strength due to the length of time required to generate tissue engineered vascular grafts. The overall goal of the proposed study is to 1) develop a rapid and inexpensive method to generate cell-derived, scaffold-free tissue constructs, and 2) evaluate the versatility of this method for assessing the effects of soluble factors and exogenous scaffolds on vascular graft structure, ECM synthesis, and mechanical function. The first Specific Aim is to develop a rapid and simple method to generate cell-derived tissue rings by seeding smooth muscle cells (SMC) into custom, non-adhesive, circular wells. Cell-derived tissue rings will then be subjected to histological analysis and mechanical testing to assess tissue structure and mechanical properties. In Specific Aim 2, cell-derived tissue rings will be generated using conditions established in SA1, and compared to rings fabricated from cells in collagen or fibrin gels, or cultured in growth-factor supplemented or serum-free media. The goal of SA2 is to assess the efficacy of the tissue ring system to measure the effects of soluble factors and exogenous scaffolds on engineered tissue composition and mechanics. If successful, the simplified system we propose would allow rapid fabrication of vascular tissue constructs for mechanical testing, accelerate cell-based vascular graft development, and facilitate discovery of factors that control tissue mechanical properties. PUBLIC HEALTH RELEVANCE: Tissue engineering has shown promise toward creating blood vessel substitutes to treat patients requiring vascular grafts for cardiovascular surgery and dialysis access. This proposal seeks to accelerate development and improve the fabrication process of biological vascular grafts for human transplantation.",nih_reporter,WORCESTER POLYTECHNIC INSTITUTE
649952,1F32AG034809-01,F32AG034809,,2009,"DESCRIPTION (provided by applicant): One of the challenges to the application of stem cells as therapeutics in regenerative medicine is the status of the microenvironment to which the stem cell therapy will be applied. Unfortunately, these specialized environments are frequently damaged or degenerated with age or insult. A damaged environment may not support stem cell repopulation following therapy, or may induce aberrant cellular function resulting in undesirable pathologies. Restorative efforts become even more complicated in multifunctional organs with cells having multiple phenotypes, such as female ovaries. Ovaries are dynamic organs with multiple cellular phenotypes derived from multiple lineages. For example, the gonad itself is generated from a population of somatic cells from the embryonic genital ridge, whereas germ cells are of extra-gonadal origin, migrating to the newly formed gonad shortly after its formation. In the neonate, surviving germ cells in the ovaries are arrested in the late diplotene stage of meiosis and enclosed by pre-granulosa cells of somatic cell linage in structures termed follicles. As such, regenerative efforts directed at rejuvenating female fertility or ovarian function in the aged or damaged ovary by targeting only one cell type may have limited success, due to the necessity to restore multiple cellular phenotypes. The goal of this study is to restore a healthy ovarian environment in the aged or damaged ovary through the generation of specialized somatic cells derived from embryonic stem (ES) and induced pluripotent stem (iPS) cells. Using ES and IPS cells derived from TgOG2 transgenic mice with germline-specific expression of GFP, transduced with a somatic cell-specific expression of DsRed, both somatic and germ cell populations can be distinguished in vitro. Specifically, Aim I will identify and characterize ovarian specific somatic cells in vitro, while Aim II will use transplantation of isolated germline and somatic cell populations derived from ES and iPS cells into aged or chemically damaged ovaries to restore follicle formation in vivo. Using a marker specific for ovarian somatic cells, F0XL2 (a FOX winged-helix forkhead gene transcription factor), a sub-population of differentiated ES and iPS cells can be identified and isolated. These isolated somatic cells can then be transplanted into follicle depleted adult mouse ovaries. Somatic cells are required for follicle formation, and ultimately steroid hormone production and ovulation, thus comprising a critical component of the ovarian environment. Increasing the healthy somatic cell population in the aged or damaged ovary represents an eariy, yet crucial, step in restoration of ovarian function. It is thought that by restoring this environment, which is damaged by. aging, that ovarian function can be prolonged or restored, ultimately alleviating the menopause.",nih_reporter,MASSACHUSETTS GENERAL HOSPITAL
650046,7R01NS065263-06,R01NS065263,,2013,"Abstract:
At least 119 mutations in the gene encoding Cu/Zn superoxide dismutase are associated with amyotrophic
lateral sclerosis. These SOD1 mutations are believed to result in a toxic property, although the nature of this
toxic property has not been identified. In preliminary studies we compared the dynamic properties of thirteen
purified SOD1 variant enzymes using hydrogen/deuterium exchange mass spectrometry and identified a
shared property, namely structural and dynamic change affecting the electrostatic loop of SOD1. We
hypothesize that other modifications of SOD1, including native and non-native post-translational modifications,
also perturb the SOD1 electrostatic loop and will test this hypothesis using hydrogen/deuterium exchange
mass spectrometry. Although the biological consequences of increased electrostatic loop mobility are not fully
understood, this common property would be consistent with hypotheses that SOD1 mutations exert toxicity via
aggregation or aberrant association with other cellular constituents.",nih_reporter,NORTHEASTERN UNIVERSITY
650194,1R01AI085585-01,R01AI085585,,2009,"DESCRIPTION (provided by applicant): Infectious disease is often untreatable, even when caused by a pathogen that is not resistant to antibiotics. This is the paradox, and the problem that we aim to solve.  Microbial populations produce persisters, dormant cells that are not mutants, but phenotypic variants of the wild type that are tolerant to antibiotics. It seemed possible that the presence of persisters could explain the treatment paradox: an antibiotic eliminates most of the population, and once its concentration drops, the surviving persisters start dividing and reestablish the infection. However, prolonged treatment of persisters in vitro with antibiotics which should emulate the in vivo therapy eliminates these dormant cells. The hypothesis. We hypothesize that the agent responsible for untreatable infections is a super-persister cell which carries a high-persister mutation and has induced stress responses.  Repeated application of high levels of antibiotics in vitro selects for E. coli hip (high-persister) mutants that have an increased level of persister cells. According to our data, the hip cells are also more drug-tolerant as compared to wild type persisters. We reasoned that periodic application of lethal doses of antibiotics to patients with chronic infections will similarly select for hip mutants. Analysis of longitudinal isolates from a cystic fibrosis patient infected with P. aeruginosa showed that late, but not early isolates are indeed hip mutants. It seems possible that therapy with repeated doses of antibiotic selects hip mutants in many if not all pathogens, and it is these presently overlooked tolerant (rather than resistant) mutants that are ultimately responsible for morbidity of the disease and for the death of a patient.  Apart from hip mutations, there seems to be another overlooked, but potentially critical component contributing to tolerance - stress responses. So far, we have known of two seemingly opposite strategies of cell survival - dormancy, which shuts down functions and creates persister cells; and induction of stress responses (heat shock, DNA repair, oxidation stress, etc.) that actively protect the cell from noxious conditions. We propose that these two strategies actually complement each other. If a persister is formed in a population that had expressed stress proteins, then it will shut down antibiotic targets, while retaining protective proteins which will help it survive. In the body, a pathogen is exposes to oxidants, DNA damaging agents, membrane acting agents, and it seems that expression of several stress responses is a norm. The ultimate survivor is then a persister carrying a hip mutation which is formed in a population expressing stress responses. It is this super-persister that is probably responsible for much of untreatable disease and will be the focus of our investigation. The experimental plan will address the following interrelated questions: are hip mutants an important part of chronic infection? Are there super-persisters that combine hip mutations with expression of stress responses? Is tolerance, similarly to resistance, a transmissible trait?  
  
PUBLIC HEALTH RELEVANCE: In this project, we will search for mutants of pathogens that are able to enter into a state of dormancy highly tolerant to existing antibiotics. Our findings are likely to change the way we view infectious diseases and will provide rational approaches for discovering drugs that completely eradicate the infection.",nih_reporter,NORTHEASTERN UNIVERSITY
